src_ip,dst_ip,src_port,dst_port,protocol,timestamp,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,fwd_seg_size_avg,bwd_seg_size_avg,cwr_flag_count,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts
192.168.10.17,144.217.163.175,123,123,17,2017-07-07 14:01:51,154.999993,11.61290375026017,0.12903226389177966,0.07096774514047882,0.05806451875130085,11,9,990,810,90,90,90.0,0.0,90,90,90.0,0.0,90,90,90.0,0.0,0.0,220,180,20,11,8.157894368421053,66.983446,0.0,18.88933361925744,154.999993,67.000056,0.0,15.499999299999999,23.762390311222514,87.999922,55.999579,1.994337,10.99999025,17.999877096525076,0,0,0,0,0,0,0,0,0,0,0,0.8181818181818182,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.0,90.0,0,11,9,990,810
192.168.10.3,192.168.10.1,62055,53,17,2017-07-07 14:01:09,0.310138,1131.7542513332774,9.67311325925878,6.448742172839188,3.224371086419594,2,1,166,185,83,83,83.0,0.0,185,185,185.0,0.0,185,83,117.0,48.08326112068523,2312.0,40,20,20,2,0.155069,0.310138,0.0,0.155069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,117.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.0,185.0,0,2,1,166,185
192.168.10.14,137.116.74.190,49448,443,6,2017-07-07 14:02:23,123.044642,74.25760156220375,0.1625426322911322,0.0893984477601227,0.07314418453100949,11,9,1587,7550,315,60,144.27272727272728,110.40182056230357,1514,60,838.8888888888889,602.1650649382599,1514,60,456.85,537.8583712279656,289291.62750000006,220,180,20,9,6.476033789473684,122.670524,0.0,27.387312876993988,0.374118,0.087795,0.0,0.03741180000000001,0.032750500700905315,122.99485399999999,122.702401,4.8e-05,15.37435675,40.56620553659048,4,4,0,0,0,3,1,8,18,0,0,0.8181818181818182,456.85,8192,8192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.27272727272728,838.8888888888889,0,11,9,1587,7550
192.168.10.51,192.168.10.3,5839,53,17,2017-07-07 14:01:09,0.000194,2391752.5773195876,25773.19587628866,15463.917525773197,10309.278350515464,3,2,222,242,74,74,74.0,0.0,121,121,121.0,0.0,121,74,92.8,23.025203582161875,530.1600000000001,60,40,20,3,4.849999999999999e-05,0.000186,0.0,7.940245588141465e-05,4e-06,4e-06,0.0,2e-06,2e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,92.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.0,121.0,0,3,2,222,242
192.168.10.17,198.100.147.178,123,123,17,2017-07-07 14:02:15,134.999833,10.666679861744718,0.11851866513049687,0.0666667491359045,0.05185191599459238,9,7,810,630,90,90,90.0,0.0,90,90,90.0,0.0,90,90,90.0,0.0,0.0,180,140,20,9,8.999988866666666,67.983519,0.0,21.092664355605415,134.999833,68.000027,0.0,16.874979125000003,26.49265323224348,66.999302,56.999696,1.999339,11.166550333333333,20.49720587019454,0,0,0,0,0,0,0,0,0,0,0,0.7777777777777778,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.0,90.0,0,9,7,810,630
192.168.10.51,192.168.10.3,43385,53,17,2017-07-07 14:01:09,0.000157,2955414.0127388537,31847.133757961783,19108.28025477707,12738.853503184713,3,2,222,242,74,74,74.0,0.0,121,121,121.0,0.0,121,74,92.8,23.025203582161875,530.1600000000001,60,40,20,3,3.925e-05,0.000151,0.0,6.453051603698827e-05,3e-06,3e-06,0.0,1.5e-06,1.5e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,92.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.0,121.0,0,3,2,222,242
192.168.10.17,45.79.109.111,123,123,17,2017-07-07 14:02:15,135.999879,10.588244714541254,0.11764716349490283,0.06617652946588284,0.05147063402901998,9,7,810,630,90,90,90.0,0.0,90,90,90.0,0.0,90,90,90.0,0.0,0.0,180,140,20,9,9.066658600000002,68.919073,0.0,21.25246938669686,135.999879,69.000017,0.0,16.999984875,26.734829782539006,66.999517,57.000029,1.999806,11.166586166666667,20.497338763746033,0,0,0,0,0,0,0,0,0,0,0,0.7777777777777778,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.0,90.0,0,9,7,810,630
192.168.10.51,192.168.10.3,58208,53,17,2017-07-07 14:01:09,0.000187,2149732.6203208556,26737.967914438505,16042.780748663103,10695.187165775402,3,2,222,180,74,74,74.0,0.0,90,90,90.0,0.0,90,74,80.4,7.8383671769061705,61.44000000000001,60,40,20,3,4.6750000000000005e-05,9.1e-05,0.0,3.2197631900498524e-05,4.8e-05,4.8e-05,0.0,2.4e-05,2.4e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,80.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.0,90.0,0,3,2,222,180
192.168.10.17,91.189.91.157,123,123,17,2017-07-07 14:02:19,131.999958,4.090910392562398,0.04545455991735998,0.03030303994490665,0.015151519972453325,4,2,360,180,90,90,90.0,0.0,90,90,90.0,0.0,90,90,90.0,0.0,0.0,80,40,20,4,26.3999916,65.963581,0.0,32.3033198366573,131.999958,66.000037,0.0,43.999986,31.1126884727492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.0,90.0,0,4,2,360,180
192.168.10.51,192.168.10.3,123,123,17,2017-07-07 14:01:09,6.00002,254.99915000283332,2.8333238889203702,1.4999950000166666,1.3333288889037036,9,8,810,720,90,90,90.0,0.0,90,90,90.0,0.0,90,90,90.0,0.0,0.0,180,160,20,9,0.37500125000000006,1.999907,0.0,0.7805785132933057,5.999957,1.999992,0.0,0.7499946249999999,0.9682352826849393,5.999934,1.999979,3e-06,0.8571334285714285,0.9897283899859823,0,0,0,0,0,0,0,0,0,0,0,0.8888888888888888,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.0,90.0,0,9,8,810,720
192.168.10.14,23.50.75.27,49441,80,6,2017-07-07 14:01:09,54.716354,56.27202426535949,0.2193128584554446,0.127932500765676,0.09138035768976858,7,5,661,2418,289,60,94.42857142857143,79.47660418163888,2172,60,483.6,844.2031982881847,2172,60,256.5833333333333,580.9010900221215,337446.07638888893,140,100,20,5,4.974214,54.645595,0.0,15.707473095419664,54.693113000000004,54.645696,0.0,9.115518833333335,20.36171698257806,54.693036,54.645641,0.000732,13.673259,23.655417576268494,1,1,0,0,2,3,0,2,10,0,0,0.7142857142857143,256.5833333333333,8192,29200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.42857142857143,483.6,0,7,5,661,2418
192.168.10.51,192.168.10.3,41663,53,17,2017-07-07 14:01:09,0.00081,586419.7530864198,6172.83950617284,3703.703703703704,2469.135802469136,3,2,195,280,65,65,65.0,0.0,140,140,140.0,0.0,140,65,95.0,36.742346141747674,1350.0,60,40,20,3,0.0002025,0.000758,0.0,0.00032130553994601463,3e-06,3e-06,0.0,1.5e-06,1.5e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,95.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.0,140.0,0,3,2,195,280
192.168.10.5,65.152.202.163,49183,80,6,2017-07-07 14:02:14,141.272223,7.5315584154147555,0.06370679110783158,0.04247119407188772,0.02123559703594386,6,3,652,412,340,60,108.66666666666667,103.49020350845882,286,60,137.33333333333334,105.15174220567575,340,60,118.22222222222223,104.92089907033963,11008.395061728395,120,60,20,4,17.659027875,141.123438,0.0,46.665167050230366,141.272223,141.123438,0.0,28.2544446,56.43451073497859,0.040088,0.039625,0.000463,0.020044,0.019580999999999998,1,1,0,0,1,3,0,2,7,0,0,0.5,118.22222222222223,8192,29200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.66666666666667,137.33333333333334,0,6,3,652,412
192.168.10.3,192.168.10.1,60230,53,17,2017-07-07 14:01:09,0.000445,680898.8764044944,6741.573033707866,4494.38202247191,2247.191011235955,2,1,152,151,76,76,76.0,0.0,151,151,151.0,0.0,151,76,101.0,35.35533905932738,1250.0,40,20,20,2,0.0002225,0.000445,0.0,0.0002225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,101.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.0,151.0,0,2,1,152,151
192.168.10.14,192.168.10.3,59978,53,17,2017-07-07 14:01:09,0.111558,6140.303698524534,44.81973502572652,26.891841015435915,17.92789401029061,3,2,273,412,91,91,91.0,0.0,206,206,206.0,0.0,206,91,137.0,56.3382640840131,3174.0,60,40,20,3,0.0278895,0.111552,0.0,0.04830256691160419,3e-06,3e-06,0.0,1.5e-06,1.5e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,137.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.0,206.0,0,3,2,273,412
192.168.10.3,192.168.10.1,60505,53,17,2017-07-07 14:01:09,0.111115,3707.870224542141,26.99905503307384,17.999370022049227,8.999685011024614,2,1,240,172,120,120,120.0,0.0,172,172,172.0,0.0,172,120,137.33333333333334,24.513035081133648,600.8888888888889,40,20,20,2,0.0555575,0.111115,0.0,0.0555575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,137.33333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.0,172.0,0,2,1,240,172
192.168.10.51,192.168.10.3,41537,53,17,2017-07-07 14:01:09,0.000156,3044871.794871795,32051.28205128205,19230.76923076923,12820.51282051282,3,2,195,280,65,65,65.0,0.0,140,140,140.0,0.0,140,65,95.0,36.742346141747674,1350.0,60,40,20,3,3.899999999999999e-05,0.00015,0.0,6.409758185766449e-05,3e-06,3e-06,0.0,1.5e-06,1.5e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,95.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.0,140.0,0,3,2,195,280
192.168.10.14,13.78.188.147,49442,443,6,2017-07-07 14:01:09,87.697202,168.48884186749765,0.3648919152517545,0.20525170232911194,0.1596402129226426,18,14,8150,6626,939,60,452.77777777777777,396.8459756568809,1514,60,473.2857142857143,460.1116989495095,1514,60,461.75,425.8048261821371,181309.75,360,280,20,16,2.8289420000000005,86.654959,0.0,15.304497424299063,87.697202,86.654959,0.0,5.158658941176471,20.374107064167475,87.63368,86.773955,4.8e-05,6.741052307692308,23.103539294774727,10,10,0,0,2,3,0,20,30,0,0,0.7777777777777778,461.75,8192,8192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,452.77777777777777,473.2857142857143,0,18,14,8150,6626
192.168.10.51,192.168.10.3,42667,53,17,2017-07-07 14:01:10,0.023766,18682.150971976775,210.38458301775646,126.23074981065388,84.1538332071026,3,2,228,216,76,76,76.0,0.0,108,108,108.0,0.0,108,76,88.8,15.67673435381234,245.76,60,40,20,3,0.005941500000000001,0.023713,0.0,0.010260398347530179,4e-06,4e-06,0.0,2e-06,2e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,88.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.0,108.0,0,3,2,228,216
192.168.10.3,192.168.10.1,60572,53,17,2017-07-07 14:01:10,0.02337,12537.441163885323,128.36970474967907,85.57980316645272,42.78990158322636,2,1,174,119,87,87,87.0,0.0,119,119,119.0,0.0,119,87,97.66666666666667,15.084944665313014,227.55555555555557,40,20,20,2,0.011685,0.02337,0.0,0.011685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,97.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.0,119.0,0,2,1,174,119
192.168.10.5,184.84.243.202,49191,80,6,2017-07-07 14:02:39,116.324667,2980.1331818985564,2.9056605852995907,1.3496707452427092,1.5559898400568815,157,181,15233,331430,462,60,97.02547770700637,104.83465592718146,4434,60,1831.1049723756905,917.5795297415312,4434,60,1025.6301775147929,1097.242240723972,1203940.5348289628,3140,3620,20,111,0.34517705044510383,102.402121,-1e-06,5.572977452097413,116.324667,102.402192,0.0,0.7456709423076924,8.172835165997018,13.900379000000001,2.481529,1e-06,0.0772243277777778,0.3364177203167684,13,23,0,0,1,3,0,36,336,0,0,1.1528662420382165,1025.6301775147929,8192,29200,0,0,0,0,0,0,0,0,0,0,32541.5,21.0,0,930341.9292126479501400880553,97.02547770700637,1831.1049723756905,0,157,181,15233,331430
192.168.10.8,192.168.10.3,5213,445,6,2017-07-07 14:01:10,1.037728,30391.3935058127,123.34638749267631,63.60048105091122,59.74590644176509,66,62,17962,13576,2884,60,272.1515151515151,399.1035501092737,838,60,218.96774193548387,141.51472825913206,2884,60,246.390625,304.19954476808374,92537.36303710938,1320,1240,20,63,0.008171086614173229,0.649784,0.0,0.0608933805596686,1.0376400000000001,0.649784,0.0,0.015963692307692307,0.08438994875875519,1.037698,0.851865,1e-06,0.017011442622950818,0.10897578693731633,54,54,0,0,2,5,2,108,125,0,0,0.9393939393939394,246.390625,8192,8192,0,0,0,0,0,0,0,0,319.5,4.0,544.0,4.0,1800.512258417183480370471599,1648484.848484848484848484848,272.1515151515151,218.96774193548387,0,66,62,17962,13576
192.168.10.5,23.15.4.18,49190,80,6,2017-07-07 14:02:25,130.246765,445.99956091039957,0.5067304358768526,0.2380097501845823,0.2687206856922703,31,35,3499,54591,345,60,112.87096774193549,107.67506133988199,2974,60,1559.7428571428572,638.9264810314762,2974,60,880.1515151515151,862.1872685989209,743366.8861340679,620,700,20,29,2.0037963846153843,117.961007,0.0,14.51462729575438,130.24676499999998,117.961007,0.0,4.341558833333333,21.12609241724647,12.210443,5.061951,4.9e-05,0.35913067647058816,1.0392789582337338,6,6,0,0,1,3,0,12,64,0,0,1.1290322580645162,880.1515151515151,8192,29200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.87096774193549,1559.7428571428572,0,31,35,3499,54591
192.168.10.8,192.168.10.3,62950,389,17,2017-07-07 14:01:10,0.000141,7319148.936170212,35460.99290780142,21276.59574468085,14184.397163120566,3,2,618,414,206,206,206.0,0.0,207,207,207.0,0.0,207,206,206.4,0.4898979485566356,0.24,60,40,20,3,3.5249999999999996e-05,0.000133,0.0,5.645960945667265e-05,4e-06,4e-06,0.0,2e-06,2e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,206.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206.0,207.0,0,3,2,618,414
192.168.10.51,192.168.10.3,37315,53,17,2017-07-07 14:01:10,0.000192,2312500.0,26041.666666666664,15625.0,10416.666666666666,3,2,228,216,76,76,76.0,0.0,108,108,108.0,0.0,108,76,88.8,15.67673435381234,245.76,60,40,20,3,4.7999999999999994e-05,0.000185,0.0,7.911068195888592e-05,3e-06,3e-06,0.0,1.5e-06,1.5e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,88.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.0,108.0,0,3,2,228,216
192.168.10.8,192.168.10.3,5214,88,6,2017-07-07 14:01:10,0.001264,5556962.025316456,15031.645569620254,7120.2531645569625,7911.392405063291,9,10,3520,3504,1541,60,391.1111111111111,614.6470431510438,1506,60,350.4,577.8046728783006,1541,60,369.6842105263158,595.8873129633592,355081.6897506924,180,200,20,6,7.022222222222222e-05,0.000956,0.0,0.00021576596260134255,0.001242,0.001077,0.0,0.00015525,0.0003500291952109138,0.00122,0.000956,1e-06,0.00013555555555555554,0.00029358932432570624,2,2,0,0,2,5,2,4,16,0,0,1.1111111111111112,369.6842105263158,8192,8192,0,0,0,0,0,0,0,0,2986.0,4.0,1470.0,4.0,55296296.29629629629629629630,2910891.089108910891089108911,391.1111111111111,350.4,0,9,10,3520,3504
192.168.10.8,192.168.10.3,5215,88,6,2017-07-07 14:01:10,0.000865,7465895.953757226,19653.179190751445,10404.624277456647,9248.554913294798,9,8,3234,3224,1398,60,359.3333333333333,555.1968619828066,1426,60,403.0,590.634404687028,1426,60,379.88235294117646,572.5618263407882,327827.0449826989,180,160,20,6,5.4062500000000006e-05,0.000481,0.0,0.0001169457506442624,0.000701,0.000534,0.0,8.7625e-05,0.00017045009350246773,0.000826,0.000557,1e-06,0.00011800000000000001,0.00018964704057801692,2,2,0,0,2,5,2,4,14,0,0,0.8888888888888888,379.88235294117646,8192,8192,0,0,0,0,0,0,0,0,2700.0,4.0,0,0,52941176.47058823529411764706,0,359.3333333333333,403.0,0,9,8,3234,3224
192.168.10.25,192.168.10.3,49154,389,6,2017-07-07 14:01:11,0.001914,600835.9456635319,8881.922675026124,4702.194357366771,4179.728317659353,9,8,630,520,78,66,70.0,5.656854249492381,74,60,65.0,5.744562646538029,78,60,67.6470588235294,6.220848972424606,38.69896193771627,180,160,20,0,0.000119625,0.001626,0.0,0.00038945231977098306,0.001876,0.001626,0.0,0.0002345,0.0005269096222313652,0.001857,0.001785,1e-06,0.0002652857142857142,0.0006207805488221409,0,0,0,0,2,5,4,0,12,0,0,0.8888888888888888,67.6470588235294,65535,8192,0,0,0,0,0,0,0,0,0,0,24.0,4.0,0,369230.7692307692307692307692,70.0,65.0,0,9,8,630,520
192.168.10.25,192.168.10.3,49155,389,6,2017-07-07 14:03:35,8.3e-05,4746987.951807229,48192.77108433735,24096.385542168675,24096.385542168675,2,2,274,120,137,137,137.0,0.0,60,60,60.0,0.0,137,60,98.5,38.5,1482.25,40,40,20,2,2.766666666666667e-05,8e-05,0.0,3.702551672683164e-05,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,4,0,0,1.0,98.5,65535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137.0,60.0,0,2,2,274,120
192.168.10.25,192.168.10.3,49158,88,17,2017-07-07 14:01:11,0.006992,512585.8123569794,715.1029748283753,429.0617848970252,286.0411899313501,3,2,840,2744,280,280,280.0,0.0,1372,1372,1372.0,0.0,1372,280,716.8,534.9685598238461,286191.36,60,40,20,3,0.001748,0.006943,0.0,0.0029993863539064117,4e-06,4e-06,0.0,2e-06,2e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,716.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280.0,1372.0,0,3,2,840,2744
192.168.10.25,192.168.10.3,49159,88,17,2017-07-07 14:01:11,0.000914,7385120.35010941,5470.459518599562,3282.2757111597375,2188.183807439825,3,2,4062,2688,1354,1354,1354.0,0.0,1344,1344,1344.0,0.0,1354,1344,1350.0,4.898979485566356,24.0,60,40,20,3,0.0002285,0.000736,0.0,0.0003013050779525629,4e-06,4e-06,0.0,2e-06,2e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,1350.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1354.0,1344.0,0,3,2,4062,2688
192.168.10.25,192.168.10.3,62833,53,17,2017-07-07 14:01:11,0.000182,2642857.1428571427,27472.527472527472,16483.516483516483,10989.010989010989,3,2,255,226,85,85,85.0,0.0,113,113,113.0,0.0,113,85,96.2,13.717142559585799,188.16000000000003,60,40,20,3,4.5499999999999995e-05,0.000176,0.0,7.535416378674771e-05,3e-06,3e-06,0.0,1.5e-06,1.5e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,96.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.0,113.0,0,3,2,255,226
192.168.10.25,192.168.10.3,49160,88,17,2017-07-07 14:01:11,0.00077,8976623.376623377,6493.506493506494,3896.103896103896,2597.4025974025976,3,2,4104,2808,1368,1368,1368.0,0.0,1404,1404,1404.0,0.0,1404,1368,1382.4,17.636326148038883,311.04,60,40,20,3,0.0001925,0.000762,0.0,0.00032880503341646094,4e-06,4e-06,0.0,2e-06,2e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,1382.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1368.0,1404.0,0,3,2,4104,2808
192.168.10.9,216.58.212.142,1077,443,6,2017-07-07 14:02:39,118.674874,765.2841493642538,0.9184758013730859,0.3286289564545904,0.5898468449184956,39,70,22692,68128,5629,60,581.8461538461538,1339.8536379781021,2914,60,973.2571428571429,708.6035701235472,5629,60,833.2110091743119,999.9932391825998,999986.4784109084,780,1400,20,37,1.098841425925926,58.467932,0.0,7.867567509100672,118.674874,58.626899,0.0,3.123023,13.041973222462927,118.347397,58.606525,1e-06,1.7151796666666668,9.827713385917333,8,17,0,0,0,3,0,25,107,0,0,1.794871794871795,833.2110091743119,8192,42780,0,0,0,0,0,0,0,0,1998.0,4.0,3858.6666666666665,6.333333333333333,100792.0092821470009584825708,111568.3761095636920882446486,581.8461538461538,973.2571428571429,0,39,70,22692,68128
192.168.10.25,192.168.10.3,58010,53,17,2017-07-07 14:01:11,0.00019,2589473.6842105263,26315.78947368421,15789.473684210525,10526.315789473683,3,2,258,234,86,86,86.0,0.0,117,117,117.0,0.0,117,86,98.4,15.186836405255704,230.64000000000001,60,40,20,3,4.7499999999999996e-05,0.000183,0.0,7.824480813446986e-05,4e-06,4e-06,0.0,2e-06,2e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,98.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.0,117.0,0,3,2,258,234
192.168.10.25,192.168.10.3,53630,53,17,2017-07-07 14:01:12,0.000192,2656250.0,26041.666666666664,15625.0,10416.666666666666,3,2,246,264,82,82,82.0,0.0,132,132,132.0,0.0,132,82,102.0,24.49489742783178,600.0,60,40,20,3,4.7999999999999994e-05,0.000186,0.0,7.968374991176055e-05,3e-06,3e-06,0.0,1.5e-06,1.5e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,102.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.0,132.0,0,3,2,246,264
192.168.10.25,192.168.10.3,64656,53,17,2017-07-07 14:01:12,0.000164,3231707.3170731706,30487.80487804878,18292.682926829268,12195.121951219511,3,2,258,272,86,86,86.0,0.0,136,136,136.0,0.0,136,86,106.0,24.49489742783178,600.0,60,40,20,3,4.0999999999999994e-05,0.000157,0.0,6.698880503487131e-05,4e-06,4e-06,0.0,2e-06,2e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,106.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.0,136.0,0,3,2,258,272
192.168.10.25,192.168.10.3,54597,53,17,2017-07-07 14:01:12,0.000162,3240740.7407407407,30864.197530864196,18518.51851851852,12345.679012345678,3,2,255,270,85,85,85.0,0.0,135,135,135.0,0.0,135,85,105.0,24.49489742783178,600.0,60,40,20,3,4.0499999999999995e-05,0.000156,0.0,6.669520222624713e-05,3e-06,3e-06,0.0,1.5e-06,1.5e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,105.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.0,135.0,0,3,2,255,270
192.168.10.25,192.168.10.3,58280,53,17,2017-07-07 14:01:12,0.000224,2232142.8571428573,22321.428571428572,13392.857142857143,8928.57142857143,3,2,240,260,80,80,80.0,0.0,130,130,130.0,0.0,130,80,100.0,24.49489742783178,600.0,60,40,20,3,5.6e-05,0.000172,0.0,6.957010852370435e-05,4e-06,4e-06,0.0,2e-06,2e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.0,130.0,0,3,2,240,260
192.168.10.25,192.168.10.3,51836,53,17,2017-07-07 14:01:12,0.00018,2944444.444444444,27777.777777777777,16666.666666666664,11111.111111111111,3,2,258,272,86,86,86.0,0.0,136,136,136.0,0.0,136,86,106.0,24.49489742783178,600.0,60,40,20,3,4.4999999999999996e-05,0.000128,0.0,5.1487862647424004e-05,4e-06,4e-06,0.0,2e-06,2e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,106.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.0,136.0,0,3,2,258,272
192.168.10.25,192.168.10.3,62582,53,17,2017-07-07 14:01:12,0.000169,3106508.875739645,29585.79881656805,17751.47928994083,11834.31952662722,3,2,255,270,85,85,85.0,0.0,135,135,135.0,0.0,135,85,105.0,24.49489742783178,600.0,60,40,20,3,4.225e-05,0.000118,0.0,4.745721757541207e-05,4e-06,4e-06,0.0,2e-06,2e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,105.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.0,135.0,0,3,2,255,270
192.168.10.25,192.168.10.3,49161,137,17,2017-07-07 14:01:12,0.000106,4452830.188679245,47169.811320754714,28301.88679245283,18867.924528301886,3,2,276,196,92,92,92.0,0.0,98,98,98.0,0.0,98,92,94.4,2.939387691339814,8.64,60,40,20,3,2.65e-05,9.9e-05,0.0,4.188376773882694e-05,4e-06,4e-06,0.0,2e-06,2e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,94.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.0,98.0,0,3,2,276,196
192.168.10.25,192.168.10.255,49162,137,17,2017-07-07 14:01:12,0.541785,6282.935112636932,68.29277296344492,68.29277296344492,0.0,37,0,3404,0,92,92,92.0,0.0,0,0,0,0.0,92,92,92.0,0.0,0.0,740,0,20,37,0.015049583333333331,0.270894,0.0,0.062044231112603584,0.541785,0.270894,0.0,0.015049583333333331,0.062044231112603584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,92.0,0,0,0,0,0,0,0,0,0,0,1800.0,36.0,0,0,3322.351117140563138514355325,0,92.0,0,0,37,0,3404,0
